Refid	Author	Title	content
205	"R. Albibi, J. Chen, O. Lamikanra, D. Banks, R. Jarret and B. Smith"	RAPD fingerprinting Xylella fastidiosa Pierce's disease strains isolated from a vineyard in North Florida	RAPD fingerprinting Xylella fastidiosa Pierce's disease strains isolated from a vineyard in North Florida | 
183	D. L. Hopkins and J. A. Mortensen	SUPPRESSION OF PIERCES DISEASE SYMPTOMS BY TETRACYCLINE ANTIBIOTICS	SUPPRESSION OF PIERCES DISEASE SYMPTOMS BY TETRACYCLINE ANTIBIOTICS | 
189	"R. E. McCoy, D. L. Thomas, J. H. Tsai and W. J. French"	"PERIWINKLE WILT, A NEW DISEASE ASSOCIATED WITH XYLEM DELIMITED RICKETTSIAL-LIKE BACTERIA TRANSMITTED BY A SHARPSHOOTER"	"PERIWINKLE WILT, A NEW DISEASE ASSOCIATED WITH XYLEM DELIMITED RICKETTSIAL-LIKE BACTERIA TRANSMITTED BY A SHARPSHOOTER | "
197	"J. L. Sherald, S. J. Kostka and S. S. Hurtt"	"PATHOGENICITY OF FASTIDIOUS, XYLEM-INHABITING BACTERIA (FXIB) ON AMERICAN SYCAMORE"	"PATHOGENICITY OF FASTIDIOUS, XYLEM-INHABITING BACTERIA (FXIB) ON AMERICAN SYCAMORE | "
134	C. Wistrom and A. H. Purcell	The fate of Xylella fastidiosa in vineyard weeds and other alternate hosts in California	"The fate of Xylella fastidiosa in vineyard weeds and other alternate hosts in California | The fate of Xylella fastidiosa, the bacterium that causes Pierce's disease of grape, was assessed in 29 species of plants associated with vineyards in California's San Joaquin Valley. Bacterial populations and movement in greenhouse-grown plants were measured 1, 3, and 9 weeks after mechanical and insect inoculation. X. fastidiosa was recovered in 27 of 29 species in greenhouse tests, with common sunflower (Helianthus annuus), cocklebur (Xanthium strumarium), annual bur-sage (Ambrosia acanthicarpa), morning glory (lpomoea purpurea), horseweed (Conyza canadensis), sacred datura (Datura wrightii), poison hemlock (Conium maculatum), and fava bean (Vicia faba cv. Aquadulce) being infected in more than 50% of inoculation attempts. Twenty-three species supported bacterial populations in excess of 10(4) CFU/g of plant tissue. X. fastidiosa populations increased for 9 weeks after inoculation in six species, and were static or declined in 16 species. Although the blue-green sharpshooter (Graphocephala atropunctata) was more efficient than mechanical inoculation for infecting plants, median populations and systemic movement for the two methods did not differ significantly. X. fastidiosa colonization of greenhouse and field-grown plants was compared in five alternate hosts. X. fastidiosa was recovered from 23 and 34% of field-grown plants, compared with 49 and 67% of greenhouse-grown plants, in the winter and summer, respectively, with at least 10 times fewer bacteria in field plants in the winter. Although X. fastidiosa has a wide host plant range, its fate in most species is variable and heavily influenced by field conditions."
206	"P. R. D.-B. Northover, F."	Diseases diagnosed on crop samples submitted in 2011 to the Saskatchewan Ministry of Agriculture Crop Protection Laboratory.	Diseases diagnosed on crop samples submitted in 2011 to the Saskatchewan Ministry of Agriculture Crop Protection Laboratory. | 
187	"P. T. Lacava, W. L. Araujo and J. L. Azevedo"	Evaluation of endophytic colonization of Citrus sinensis and Catharanthus roseus seedlings by endophytic bacteria	"Evaluation of endophytic colonization of Citrus sinensis and Catharanthus roseus seedlings by endophytic bacteria | Over the last few years, the endophytic bacterial community associated with citrus has been studied as an important component interacting with Xylella fastidiosa, the causal agent of citrus variegated chlorosis (CVC). This bacterium may also colonize some model plants, such as Catharanthus roseus and Nicotiana clevelandii. In the present study, we compared the endophytic colonization of Citrus sinensis and Catharanthus roseus using the endophytic bacteria Klebsiella pneumoniae. We chose an appropriate strain, K. pneumoniae 342 (Kp342), labeled with the GFP gene. This strain was inoculated onto seedlings of C. sinensis and C. roseus. The isolation frequency was determined one week after the inoculation and the endophytic colonization of K. pneumoniae was observed using fluorescence microscopy. Although the endophytic bacterium was more frequently isolated from C. roseus than from C. sinensis, the colonization profiles for both host plants were similar, suggesting that C. roseus could be used as a model plant to study the interaction between endophytic bacteria and X. fastidiosa."
194	"M. Saponari, D. Boscia, F. Nigro and G. P. Martelli"	"IDENTIFICATION OF DNA SEQUENCES RELATED TO XYLELLA FASTIDIOSA IN OLEANDER, ALMOND AND OLIVE TREES EXHIBITING LEAF SCORCH SYMPTOMS IN APULIA (SOUTHERN ITALY)"	"IDENTIFICATION OF DNA SEQUENCES RELATED TO XYLELLA FASTIDIOSA IN OLEANDER, ALMOND AND OLIVE TREES EXHIBITING LEAF SCORCH SYMPTOMS IN APULIA (SOUTHERN ITALY) | "
199	"C.-C. Su, C. J. Chang, C.-M. Chang, H.-T. Shih, K.-C. Tzeng, F.-J. Jan, C.-W. Kao and W.-L. Deng"	"Pierce's Disease of Grapevines in Taiwan: Isolation, Cultivation and Pathogenicity of Xylella fastidiosa"	"Pierce's Disease of Grapevines in Taiwan: Isolation, Cultivation and Pathogenicity of Xylella fastidiosa | Characteristic symptoms of Pierce's disease (PD) in grapevines (Vitis vinifera L.) were observed in 2002 in the major grape production fields of central Taiwan. Disease severity in vineyards varied, and all investigated grape cultivars were affected. Diseased tissues were collected from fields for subsequent isolation and characterization of the causal agent of the disease (Xylella fastidiosa). Koch's postulates were fulfilled by artificially inoculating two purified PD bacteria to grape cultivars Kyoho, Honey Red and Golden Muscat. The inoculated plants developed typical leaf-scorching symptoms, and similar disease severity developed in the three cultivars from which the bacterium was readily re-isolated, proving that the leaf scorch of grapevines in Taiwan is caused by the fastidious X.fastidiosa. This confirmed PD of grapevines is also the first report from the Asian Continent. Phylogenetic analyses were performed by comparing the 16S rRNA gene and 16S-23S rRNA internal transcribed spacer region (16S-23S ITS) of 12 PD strains from Taiwan with the sequences of 13 X.fastidiosa strains from different hosts and different geographical areas. Results showed that the PD strains of Taiwan were closely related to the American X.fastidiosa grape strains but not to the pear strains of Taiwan, suggesting that the X.fastidiosa grape and pear strains of Taiwan may have evolved independently from each other."
204	"N. W. Schaad, E. Postnikova, G. Lacy, M. B. Fatmi and C.-J. Chang"	"Xylella fastidiosa subspecies: X. fastidiosa subsp piercei, subsp. nov., X. fastidiosa subsp. multiplex subsp. nov., and X. fastidiosa subsp. pauca subsp. nov"	"Xylella fastidiosa subspecies: X. fastidiosa subsp piercei, subsp. nov., X. fastidiosa subsp. multiplex subsp. nov., and X. fastidiosa subsp. pauca subsp. nov | "
127	W. F. Turner and H. N. Pollard	Additional leafhopper vectors of phony peach	"Additional leafhopper vectors of phony peach | Recent experiments have demonstrated that Homalodisca insolita and Draeculacephala sp. can transmit phony peach (virus) in controlled tests. Six leafhoppers have now been incriminated as vectors. All belong to the subfamily Tettigellinae, a group that draws its sustenance from the woody tissue of its hosts. Xylem-feeding appears a critical factor in determining ability to transmit the virus; it is probable that any of the Tettigellinae that feed on peach can effect transmission. ABSTRACT AUTHORS: W. F. Turner"
555	 Saponari M.	Host of Xylella fastidiosa strain CoDiRO_Apulia_Dec_2015	Host of Xylella fastidiosa strain CoDiRO_Apulia_Dec_2015 | Notification of Host of Xylella fastidiosa strain CoDiRO received by Maria Saponari on the 18 ecember 2015
554	 CABASSUT G.	MISE A JOUR n°8 EN DATE DU 27/11/2015 NOTIFICATION DE LA PRESENCE D'ORGANISMES NUISIBLES ET DES MESURES DE LUTTE	"MISE A JOUR n°8 EN DATE DU 27/11/2015 NOTIFICATION DE LA PRESENCE D'ORGANISMES NUISIBLES ET DES MESURES DE LUTTE | Les premiers résultats d’analyse sont revenus positifs le 22/07/2015. Des mesures de gestion ont immédiatement été prises conformément à la décision 2015/789 du 8 mai 2015. Un plan d’urgence est déployé. La première contamination concernait une haie de Polygales à feuilles de myrte dans un environnement d’une zone commerciale. Les données de traçabilité ont permis de détecter d’autres végétaux contaminés issus du même lot de Polygales, et plantés dans un collège, un village de vacances ainsi que chez un particulier. Les végétaux contaminés ont été détruits. Les enquêtes de traçabilité, un renforcement de la surveillance sur polygales et de nombreuses déclarations spontanées ont permis d’identifier un total de 193 foyers."
549	"S. Zhang, P. K. Chakrabarty, L. A. Fleites, P. A. Rayside, D. L. Hopkins and D. W. Gabriel"	Three New Pierce's Disease Pathogenicity Effectors Identified Using Xylella fastidiosa Biocontrol Strain EB92-1	"Three New Pierce's Disease Pathogenicity Effectors Identified Using Xylella fastidiosa Biocontrol Strain EB92-1 | Xylella fastidiosa (X. fastidiosa) infects a wide range of plant hosts and causes economically serious diseases, including Pierce's Disease (PD) of grapevines. X. fastidiosa biocontrol strain EB92-1 was isolated from elderberry and is infectious and persistent in grapevines but causes only very slight symptoms under ideal conditions. The draft genome of EB92-1 revealed that it appeared to be missing genes encoding 10 potential PD pathogenicity effectors found in Temecula1. Subsequent PCR and sequencing analyses confirmed that EB92-1 was missing the following predicted effectors found in Temecula1: two type II secreted enzymes, including a lipase (LipA; PD1703) and a serine protease (PD0956); two identical genes encoding proteins similar to Zonula occludens toxins (Zot; PD0915 and PD0928), and at least one relatively short, hemagglutinin-like protein (PD0986). Leaves of tobacco and citrus inoculated with cell-free, crude protein extracts of E. coli BL21(DE3) overexpressing PD1703 exhibited a hypersensitive response (HR) in less than 24 hours. When cloned into shuttle vector pBBR1MCS-5, PD1703 conferred strong secreted lipase activity to Xanthomonas citri, E. coli and X. fastidiosa EB92-1 in plate assays. EB92-1/PD1703 transformants also showed significantly increased disease symptoms on grapevines, characteristic of PD. Genes predicted to encode PD0928 (Zot) and a PD0986 (hemagglutinin) were also cloned into pBBR1MCS-5 and moved into EB92-1; both transformants also showed significantly increased symptoms on V. vinifera vines, characteristic of PD. Together, these results reveal that PD effectors include at least a lipase, two Zot-like toxins and a possibly redundant hemagglutinin, none of which are necessary for parasitic survival of X. fastidiosa populations in grapevines or elderberry."
545	"J. Yang, C. Roper, J. Borneman, J. Gloer, K. Maloney and P. Rolshausen"	Biological control of Pierce's Disease: Identification of the endophytic mycobiota inhabiting diseased and symptomless grapevines	Biological control of Pierce's Disease: Identification of the endophytic mycobiota inhabiting diseased and symptomless grapevines | 
539	"C. M. Wallis, A. K. Wallingford and J. Chen"	"Effects of cultivar, phenology, and Xylella fastidiosa infection on grapevine xylem sap and tissue phenolic content"	"Effects of cultivar, phenology, and Xylella fastidiosa infection on grapevine xylem sap and tissue phenolic content | Phenolic compounds, which may provide tolerance to Pierce's disease [caused by Xylella fastidiosa (Xf)], were examined in non-infected and Xf-infected Chardonnay, Merlot, and Rubired grapevines at three different times during the growing season. Xylem sap and tissue phenolic levels were substantially affected by phenology, with greatest levels occurring in August. Merlot grapevines generally possessed greater phenolic levels than Chardonnay or Rubired, and also had greater symptoms than Rubired. Infection status affected phenolic levels little or not at all. Therefore, the potential induction of phenolics in response to Xf infection did not affect phenolic levels as much as phenology or cultivar. Published by Elsevier Ltd."
538	"C. M. Wallis, A. K. Wallingford and J. Chen"	"Grapevine rootstock effects on scion sap phenolic levels, resistance to Xylella fastidiosa infection, and progression of Pierce's disease"	"Grapevine rootstock effects on scion sap phenolic levels, resistance to Xylella fastidiosa infection, and progression of Pierce's disease | The xylem-limited bacterium Xylella fastidiosa (Xf) causes Pierce's disease (PD), an important disease of grapevine, Vitis vinifera L. Grapevine rootstocks were developed to provide increased resistance to root disease, but rootstock effects on cane and vine diseases remain unclear. Grapevines that consisted of Cabernet Sauvignon or Chardonnay grafted to 13 different rootstocks were inoculated with Xf and evaluated for PD severity and Xf titer after 6 months. A subset of six rootstock/scion combinations had xylem sap phenolic levels assessed in non-infected and Xf-infected grapevines. Vigor also was analyzed by measuring root lengths and masses. Cabernet Sauvignon grafted to 101-14MG, 1103P 420A, or Schwarzmann had reduced PD severity compared to Cabernet Sauvignon grafted to 110R, 5BB, or SO4. Chardonnay grafted to Salt Creek or Freedom had reduced PD severity compared to Chardonnay grafted to RS3 or Schwarzmann. Chardonnay grafted to RS3 had greater Xf titer than Chardonnay grafted to 101-14MG, Freedom, or Salt Creek. No other differences in Xf titer among rootstocks were observed. Of the six scion/rootstock combinations which had xylem sap phenolics analyzed, Chardonnay/RS3 had the highest levels of most phenolics whereas Cabernet Sauvignon/101-14MG had the lowest phenolic levels. However, Chardonnay/101-14MG, which had mild PD symptoms, had greater sap levels of caftaric acid than other scion/rootstock combinations. Sap levels of caftaric acid, methyl salicylate, a procyanidin trimer, and quinic acid were greater in Xf-infected vs. non-infected grapevines. Chardonnay on 101-14MG or Salt Creek had greater root mass than Chardonnay on RS3. Cabernet Sauvignon on 101-14MG had greater root mass than Cabernet Sauvignon on 110R. These results identified rootstocks with the capacity for reducing PD symptom progression. Rootstocks also were shown to affect Xf titer, xylem sap phenolic levels, and plant vigor."
535	"A. K. Wallingford, C. M. Wallis and J. Chen"	Effects of rootstock on Xylella fastidiosa infection and grapevine sap phenolics	Effects of rootstock on Xylella fastidiosa infection and grapevine sap phenolics | 
514	"C. Su, C. Chang, C. Chang, W. Su, J. Chu, W. Deng and H. Shih"	Occurrence of Pierce's disease of grapevines and its control strategies in Taiwan	"Occurrence of Pierce's disease of grapevines and its control strategies in Taiwan | PD of grapes caused by Xylella fastidiosa, a xylem-limited bacterium, has been listed as one of the international quarantine plant diseases. From 2002, the Bureau of Animal and Plant Health Inspection and Quarantine launched a survey project to detect PD in Taiwan. So far, a total of 13,674 grapevines were confirmed to be infected by X. fastidiosa via direct isolations and PCR protocols. Other than grapes, the following four plants were confirmed to be the alternative hosts of PD in Taiwan: Diplocyclos palmatus (L.) C. Jeffrey, Ampelopsis brevipedunculata (Maxim.) Trautv var. hancei (Planch.) Rehder., Humulus scandens (Lour.) Merr., and Mallotus paniculatus (Lam.) Muell.-Arg. The 16S rRNA sequences of PD strains isolated from tissues of grapevines exhibiting PD symptoms collected from 5 counties and 4 alternative hosts were compared with X. fastidiosa from other hosts. The phylogenetic trees constructed with neighbour-joining method revealed that X. fastidiosa strains from different hosts could be divided into five subgroups and the PD strains from Taiwan were grouped with grapevine and mulberry strains from the Americas. The control strategies recommended for limiting the spread of PD are as follows: (1) to plant the healthy seedlings and eradicate the PD-like grapevines immediately (2) to eradicate the alternative hosts and the weeds that insect vectors favor (3) to control the population of indigenous insect vectors and avoid the invasion of foreign insect vectors."
496	R. S. Sanderlin	Susceptibility of Some Common Pecan Rootstocks to Infection by Xylella fastidiosa	"Susceptibility of Some Common Pecan Rootstocks to Infection by Xylella fastidiosa | Pecan [Carya illinoinensis (Wangenh.) K. Koch], a hardwood tree native to North America, is grown for commercial production of nuts in southeastern, central, and western regions of the United States. Pecan is also grown commercially in Mexico, South Africa, Australia, and some countries in South America. Pecan trees can be infected by the broad host range xylem-limited bacterial pathogen Xylella fastidiosa Wells et al. Infection incites a leaf scorch disease that can cause significant defoliation, reduced tree growth, and lower nut yield. Pecan cultivars are clonally propagated onto rootstocks grown from open-pollinated seed of selected cultivars. X. fastidiosa is transmitted at a high frequency from infected rootstocks into newly developing grafted trees. Rootstocks resistant to infection would be beneficial to pecan nurseries and pecan producers to prevent infection of young trees through grafting, especially when combined with hot-water treatment of scions to eliminate the pathogen. Some common rootstocks were tested for variation in susceptibility to infection using mechanical inoculation with the pathogen. No outstanding level of resistance to infection was detected among the seven rootstocks tested. The rootstocks from 'Curtis', 'Elliott', and 'Riverside' were less susceptible than one standard rootstock in the test ('VC1-68') and less susceptible than highly susceptible 'Cape Fear' rootstock. Conversely, the rootstocks from 'Apache', 'Moore', 'Stuart', and 'VC1-68' seed had a level of susceptibility to infection comparable to 'Cape Fear' and perhaps are not the best choice for rootstocks in geographic areas where X. fastidiosa is prevalent. The results of this research suggest that there is variation in rootstock susceptibility to infection by X fastidiosa. The use of mechanical inoculation may facilitate identification of susceptibility categories of pecan rootstocks to the pecan bacterial leaf scorch pathogen."
488	E. E. Rogers and C. A. Ledbetter	Susceptibility to Xylella fastidiosa in a First-generation Hybrid from a non-traditional Peach-Almond Cross	"Susceptibility to Xylella fastidiosa in a First-generation Hybrid from a non-traditional Peach-Almond Cross | To facilitate development of Prunus L. rootstocks with desirable agronomic traits, domesticated peach (Prunus persica) and almond (P. dulcis) were crossed with wild almond relatives. This work reports that a hybrid from a P. webbii x P. persica cv. Harrow Blood cross is susceptible to almond leaf scorch disease (ALSD). ALSD is caused by the fastidious, xylem-limited bacterium Xylella fastidiosa. The P. webbii X 'Harrow Blood' hybrid, along with its parents, was inoculated with two ALSD-inducing strains (X. fastidiosa subsp. fastidiosa strain M23 and subsp. multiplex strain Dixon). Both X. fastidiosa strains grew to high titer in the susceptible P. webbii parent and in the interspecific hybrid; defoliation was also observed. As expected, 'Harrow Blood' did not exhibit defoliation symptoms or support growth of X. fastidiosa. This result contrasts with earlier work demonstrating that a P. persica x P. dulcis hybrid is not a suitable host for X. fastidiosa subsp. fastidiosa M23. It appears that the genetic basis of resistance/susceptibility differs between a P. persica x P. dulcis cross and the P. webbii X P. persica cross reported here. Understanding the degree of susceptibility to X. fastidiosa in complex hybrids of subgenus Amygdalus should be an important part of rootstock development."
485	"C. M. Rodrigues, A. A. de Souza, M. A. Takita, L. T. Kishi and M. A. Machado"	RNA-Seq analysis of Citrus reticulata in the early stages of Xylella fastidiosa infection reveals auxin-related genes as a defense response	"RNA-Seq analysis of Citrus reticulata in the early stages of Xylella fastidiosa infection reveals auxin-related genes as a defense response | Background: Citrus variegated chlorosis (CVC), caused by Xylella fastidiosa, is one the most important citrus diseases, and affects all varieties of sweet orange (Citrus sinensis L. Osb). On the other hand, among the Citrus genus there are different sources of resistance against X. fastidiosa. For these species identifying these defense genes could be an important step towards obtaining sweet orange resistant varieties through breeding or genetic engineering. To assess these genes we made use of mandarin (C. reticulata Blanco) that is known to be resistant to CVC and shares agronomical characteristics with sweet orange. Thus, we investigated the gene expression in Ponkan mandarin at one day after infection with X. fastidiosa, using RNA-seq. A set of genes considered key elements in the resistance was used to confirm its regulation in mandarin compared with the susceptible sweet orange. Results: Gene expression analysis of mock inoculated and infected tissues of Ponkan mandarin identified 667 transcripts repressed and 724 significantly induced in the later. Among the induced transcripts, we identified genes encoding proteins similar to Pattern Recognition Receptors. Furthermore, many genes involved in secondary metabolism, biosynthesis and cell wall modification were upregulated as well as in synthesis of abscisic acid, jasmonic acid and auxin. Conclusions: This work demonstrated that the defense response to the perception of bacteria involves cell wall modification and activation of hormone pathways, which probably lead to the induction of other defense-related genes. We also hypothesized the induction of auxin-related genes indicates that resistant plants initially recognize X. fastidiosa as a necrotrophic pathogen."
478	"A. Rashed, J. Kwan, B. Baraff, D. Ling, M. P. Daugherty, N. Killiny and R. P. P. Almeida"	Relative Susceptibility of Vitis vinifera Cultivars to Vector-Borne Xylella fastidiosa through Time	"Relative Susceptibility of Vitis vinifera Cultivars to Vector-Borne Xylella fastidiosa through Time | Understanding the interactions between pathogen, crop and vector are necessary for the development of disease control practices of vector-borne pathogens. For instance, resistant plant genotypes can help constrain disease symptoms due to infections and limit pathogen spread by vectors. On the other hand, genotypes susceptible to infection may increase pathogen spread owing to their greater pathogen quantity, regardless of their symptom status. In this study, we evaluated under greenhouse conditions the relative levels of resistance (i.e. relatively lower pathogen quantity) versus tolerance (i.e. less symptom severity) of 10 commercial grapevine (Vitis vinifera) cultivars to Pierce's disease etiological agent, the bacterium Xylella fastidiosa. Overall, no correlation was detected between pathogen quantity and disease severity, indicating the existence of among-cultivar variation in plant response to infection. Thompson Seedless and Barbera were the two most susceptible among 10 evaluated cultivars. Rubired showed the least severe disease symptoms and was categorized as one of the most resistant genotypes in this study. However, within each cultivar the degree of resistance/tolerance was not consistent across sampling dates. These cultivar and temporal differences in susceptibility to infection may have important consequences for disease epidemiology and the effectiveness of management protocols."
468	"B. K. Pierce, T. Voegel and B. C. Kirkpatrick"	The Xylella fastidiosa PD1063 Protein Is Secreted in Association with Outer Membrane Vesicles	"The Xylella fastidiosa PD1063 Protein Is Secreted in Association with Outer Membrane Vesicles | Xylella fastidiosa is a gram-negative, xylem-limited plant pathogenic bacterium that causes disease in a variety of economically important agricultural crops including Pierce's disease of grapevines. Xylella fastidiosa biofilms formed in the xylem vessels of plants play a key role in early colonization and pathogenicity by providing a protected niche and enhanced cell survival. Here we investigate the role of Xylella fastidiosa PD1063, the predicted ortholog of Xanthomonas oryzae pv. oryzae PXO_03968, which encodes an outer membrane protein. To assess the function of the Xylella fastidiosa ortholog, we created Xylella fastidiosa mutants deleted for PD1063 and then assessed biofilm formation, cell-cell aggregation and cell growth in vitro. We also assessed disease severity and pathogen titers in grapevines mechanically inoculated with the Xylella fastidiosa PD1063 mutant. We found a significant decrease in cell-cell aggregation among PD1063 mutants but no differences in cell growth, biofilm formation, disease severity or titers in planta. Based on the demonstration that Xanthomonas oryzae pv. oryzae PXO_03968 encodes an outer membrane protein, secreted in association with outer membrane vesicles, we predicted that PD1063 would also be secreted in a similar manner. Using anti-PD1063 antibodies, we found PD1063 in the supernatant and secreted in association with outer membrane vesicles. PD1063 purified from the supernatant, outer membrane fractions and outer membrane vesicles was 19.2 kD, corresponding to the predicted size of the processed protein. Our findings suggest Xylella fastidiosa PD1063 is not essential for development of Pierce's disease in Vitis vinifera grapevines although further research is required to determine the function of the PD1063 outer membrane protein in Xylella fastidiosa."
458	"P. Ouyang, M. Arif, J. Fletcher, U. Melcher and F. M. Ochoa Corona"	"Enhanced reliability and accuracy for field deployable bioforensic detection and discrimination of Xylella fastidiosa subsp. pauca, causal agent of citrus variegated chlorosis using razor ex technology and TaqMan quantitative PCR"	"Enhanced reliability and accuracy for field deployable bioforensic detection and discrimination of Xylella fastidiosa subsp. pauca, causal agent of citrus variegated chlorosis using razor ex technology and TaqMan quantitative PCR | A reliable, accurate and rapid multigene-based assay combining real time quantitative PCR (qPCR) and a Razor Ex BioDetection System (Razor Ex) was validated for detection of Xylella fastidiosa subsp. pauca (Xfp, a xylem-limited bacterium that causes citrus variegated chlorosis [CVC]). CVC, which is exotic to the United States, has spread through South and Central America and could significantly impact U.S. citrus if it arrives. A method for early, accurate and sensitive detection of Xfp in plant tissues is needed by plant health officials for inspection of products from quarantined locations, and by extension specialists for detection, identification and management of disease outbreaks and reservoir hosts. Two sets of specific PCR primers and probes, targeting Xfp genes for fimbrillin and the periplasmic iron-binding protein were designed. A third pair of primers targeting the conserved cobalamin synthesis protein gene was designed to detect all possible X. fastidiosa (Xf) strains. All three primer sets detected as little as 1 fg of plasmid DNA carrying X. fastidiosa target sequences and genomic DNA of Xfp at as little as 1 - 10 fg. The use of Razor Ex facilitates a rapid (about 30 min) in-field assay capability for detection of all Xf strains, and for specific detection of Xfp. Combined use of three primer sets targeting different genes increased the assay accuracy and broadened the range of detection. To our knowledge, this is the first report of a field-deployable rapid and reliable bioforensic detection and discrimination method for a bacterial phytopathogen based on multigene targets."
457	"J. E. Oliver, S. A. Sefick, J. K. Parker, T. Arnold, P. A. Cobine and L. De la Fuente"	Ionome Changes in Xylella fastidiosa-Infected Nicotiana tabacum Correlate With Virulence and Discriminate Between Subspecies of Bacterial Isolates	"Ionome Changes in Xylella fastidiosa-Infected Nicotiana tabacum Correlate With Virulence and Discriminate Between Subspecies of Bacterial Isolates | Characterization of ionomes has been used to uncover the basis of nutrient utilization and environmental adaptation of plants. Here, ionomic profiles were used to understand the phenotypic response of a plant to infection by genetically diverse isolates of Xylella fastidiosa, a gram-negative, xylem-limited bacterial plant pathogen. In this study, X. fastidiosa isolates were used to infect a common model host (Nicotiana tabacum 'SR1'), and leaf and sap concentrations of eleven elements together with plant colonization and symptoms were assessed. Multivariate statistical analysis revealed that changes in the ionome were significantly correlated with symptom severity and bacterial populations in host petioles. Moreover, plant ionome modification by infection could be used to differentiate the X. fastidiosa sub-species with which the plant was infected. This report establishes host ionome modification as a phenotypic response to infection."
456	"J. E. Oliver, P. A. Cobine and L. De La Fuente"	Xylella fastidiosa Isolates from Both subsp multiplex and fastidiosa Cause Disease on Southern Highbush Blueberry (Vaccinium sp.) Under Greenhouse Conditions	"Xylella fastidiosa Isolates from Both subsp multiplex and fastidiosa Cause Disease on Southern Highbush Blueberry (Vaccinium sp.) Under Greenhouse Conditions | Xylella fastidiosa is a xylem-limited gram-negative plant pathogen that affects numerous crop species, including grape, citrus, peach, pecan, and almond. Recently, X. fastidiosa has also been found to be the cause of bacterial leaf scorch on blueberry in the southeastern United States. Thus far, all X. fastidiosa isolates obtained from infected blueberry have been classified as X. fastidiosa subsp. multiplex; however, X. fastidiosa subsp. fastidiosa isolates are also present in the southeastern United States and commonly cause Pierce's disease of grapevines. In this study, seven southeastern U.S. isolates of X. fastidiosa, including three X. fastidiosa subsp. fastidiosa isolates from grape, one X. fastidiosa subsp. fastidiosa isolate from elderberry, and three X. fastidiosa subsp. multiplex isolates from blueberry, were used to infect the southern highbush blueberry 'Rebel'. Following inoculation, all isolates colonized blueberry, and isolates from both X. fastidiosa subsp. multiplex and X. fastidiosa subsp. fastidiosa caused symptoms, including characteristic stem yellowing and leaf scorch symptoms as well as dieback of the stem tips. Two X. fastidiosa subsp. multiplex isolates from blueberry caused more severe symptoms than the other isolates examined, and infection with these two isolates also had a significant impact on host mineral nutrient content in sap and leaves. These findings have potential implications for understanding X. fastidiosa host adaptation and expansion and the development of emerging diseases caused by this bacterium."
453	"K. O'Keefe, C. Del Cid, C. A. Pinedo, W. Puetz and C. J. Springer"	Elevated CO2 Does Not Ameliorate the Negative Consequences of Infection with the Xylem-Limited Bacteria Xylella fastidiosa in Quercus rubra Seedlings	"Elevated CO2 Does Not Ameliorate the Negative Consequences of Infection with the Xylem-Limited Bacteria Xylella fastidiosa in Quercus rubra Seedlings | Elevated atmospheric carbon dioxide concentration ([CO2]) alters the physiology, growth, and development of plants. These changes in plant functioning are likely to impact the relationship between some plant pathogens and their hosts. This study examined the interactive effects of elevated [CO2] and the economically important, xylem-limited bacterial pathogen Xylella fastidiosa Wells et al. on the physiology and growth of Quercus rubra L. (red oak) seedlings. We hypothesized that growth at elevated [CO2] would ameliorate the negative consequences of infection on Q. rubra growth and physiology. Oak seedlings were inoculated with a natural strain of X fastidiosa and grown under \ambient\"" (400 ppm) and \""elevated\"" (1,000 ppm) [CO2] for 24 wk. Gas exchange, plant growth, and biomass allocation were measured to determine if elevated [CO2] alleviated the severity of X. fastidiosa induced water stress. Xylella fastidiosa infection decreased photosynthesis, stomatal conductance, and transpiration, as well as leaf area and total biomass. Although photosynthesis increased in both noninfected and X. fastidiosa infected plants grown at elevated [CO2], the lack of a significant [CO2] x infection interaction indicated that elevated [CO2] did not ameliorate the effects of X. fastidiosa infection on leaf-level physiology. Additionally, photosynthetic increases at elevated [CO2] did not translate to relief of infection symptoms at the whole-plant scale. The findings of this experiment did not support the hypothesis that growth at elevated [CO2] ameliorates the negative consequences of X. fastidiosa infection on seedling physiology and growth. Future studies should continue to explore the interactive effects of [CO2] and infection by X. fastidiosa on plant performance."""
