,entity,kingdom,item_id,entity_id,PLPE,PLSP,PLDI,PAOR,TASP,LOCA,PREV,YEAR,ANME,length,n_occurr,in_first_100,sentiment,n_tokens,vector_norm,token_i,any_digits,all_digits,any_like_num,any_title,any_oov,any_propn,any_verb,any_nsubj,any_dobj,any_compound,eppo_n_results,eppo_code,eppo_type,is_preferred,lang,active,taxonomy,n_categ,n_distrib,n_pests,n_hosts,cat_n_results,is_accepted,is_extinct
24906,the asian continent,plant,189,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1,0,0.0,3,18.787250518798828,163,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
24907,phylogenetic analyses,plant,189,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1,0,0.0,2,19.153188705444336,167,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
24908,the 16s rrna gene,plant,189,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,0,0.0,4,14.297798156738281,173,0,0,0,1,1,1,0,0,1,1,0,,,,,,,,,,,0,,
24909,16s-23s rrna internal transcribed spacer region,plant,189,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,1,0,0.0,6,16.063095092773438,178,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
24910,(16s-23s its,plant,189,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,0,0.0,3,13.981648445129395,184,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
24911,12 pd strains,plant,189,47,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1,0,0.0,3,19.064496994018555,189,1,0,1,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
24912,taiwan,plant,189,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,1,0.0,1,25.564462661743164,193,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,100,1.0,0.0
24913,the sequences,plant,189,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1,0,0.0,2,18.574050903320312,195,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
24914,different hosts,plant,189,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1,0,0.0,2,21.4084529876709,202,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
24915,different geographical areas,plant,189,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,1,0,0.0,3,18.67718505859375,205,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
24916,results,plant,189,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,1,29.162353515625,209,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,0,,
24917,the pd strains,plant,189,53,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,0,0.0,3,16.6113224029541,212,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
24918,taiwan,plant,189,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,1,0.0,1,25.148582458496094,216,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,100,1.0,0.0
24919,the pear strains,plant,189,55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1,0,0.0,3,16.135526657104492,229,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
24920,taiwan,plant,189,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,1,0.0,1,25.16073226928711,233,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,100,1.0,0.0
24921,the x.fastidiosa grape,plant,189,57,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1,0,0.0,3,16.45713233947754,237,0,0,0,0,1,1,0,1,0,1,0,,,,,,,,,,,0,,
24922,pear strains,plant,189,58,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,0,0.0,2,19.010480880737305,241,0,0,0,0,1,0,1,0,0,1,0,,,,,,,,,,,0,,
24923,taiwan,plant,189,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,6,1,0.0,1,25.74251937866211,244,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,100,1.0,0.0
24924,2002,plant,189,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,0,0.0,1,26.52543067932129,36,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
24925,two,plant,189,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1,26.049257278442383,92,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
24926,three,plant,189,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,1,26.62730598449707,124,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
24927,16s,plant,189,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1,22.975358963012695,174,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
24928,16s-23s,plant,189,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,0,0.0,1,22.357398986816406,178,0,0,0,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
24929,16s-23s,plant,189,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,0,0.0,1,24.987770080566406,185,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,,,0,,
24930,12,plant,189,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1,27.493375778198242,189,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
24931,13,plant,189,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1,24.542091369628906,198,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
24932,xylella fastidiosa subspecies,plant,190,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,1,1,0.0,3,19.014841079711914,0,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,,,0,,
24933,x. fastidiosa subsp piercei,plant,190,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,1,1,0.0,4,18.001380920410156,4,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
24934,subsp,plant,190,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0.0,1,22.413745880126953,9,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,1,0.0,0.0
24935,nov,plant,190,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,0.0,1,23.707500457763672,11,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,2,0.0,
24936,", x. fastidiosa subsp",plant,190,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,1,1,0.0,4,15.713224411010742,13,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
24937,multiplex subsp,plant,190,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1,0,0.0,2,19.242324829101562,18,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
24938,x. fastidiosa subsp,plant,190,7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,1,1,0.0,3,19.14930534362793,25,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
24939,pauca subsp,plant,190,8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0,0.0,2,18.81867218017578,29,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
24940,additional leafhopper vectors,plant,191,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,1,1,0.0,3,18.26018524169922,0,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,,,0,,
24941,phony peach,plant,191,2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2,1,0.0,2,21.27420997619629,4,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
24942,| recent experiments,plant,191,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,1,0.0,3,16.58284568786621,6,0,0,0,1,1,0,0,1,0,0,0,,,,,,,,,,,0,,
24943,homalodisca insolita,plant,191,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,1,0,0.0,2,20.360754013061523,12,0,0,0,1,1,1,0,1,0,1,1,HOMLIN,2.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,2,0.0,
24944,draeculacephala sp,plant,191,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,1,0,0.0,2,18.42845344543457,15,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
24945,phony peach,plant,191,6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2,1,0.0,2,23.134021759033203,20,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
24946,virus,plant,191,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,1,24.458877563476562,23,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,1892,1.0,0.0
24947,controlled tests,plant,191,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1,0,0.0,2,17.059175491333008,26,0,0,0,0,1,0,1,0,0,0,0,,,,,,,,,,,0,,
24948,six leafhoppers,plant,191,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1,0,0.0,2,20.287330627441406,29,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
24949,vectors,plant,191,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,1,0.0,1,26.98906135559082,36,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
24950,the subfamily tettigellinae,plant,191,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,1,0,0.0,3,17.15009880065918,41,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
24951,a group,plant,191,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,2,20.801294326782227,45,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
24952,its sustenance,plant,191,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,0,0.0,2,19.900495529174805,49,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
24953,the woody tissue,plant,191,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1,0,0.0,3,16.749000549316406,52,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
24954,its hosts,plant,191,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,0,0.0,2,19.433202743530273,56,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
24955,xylem-feeding,plant,191,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1,0,0.0,3,16.327796936035156,59,0,0,0,1,1,1,0,1,0,1,0,,,,,,,,,,,0,,
24956,a critical factor,plant,191,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,0,0.0,3,16.44983673095703,63,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
24957,ability,plant,191,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,0,0.0,1,26.267263412475586,68,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
24958,the virus,plant,191,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,0,0.0,2,19.400564193725586,71,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
24959,it,plant,191,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,1,0.0,1,26.763080596923828,74,0,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,0,,
24960,the tettigellinae,plant,191,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,0,0.0,2,16.592802047729492,80,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
24961,peach,plant,191,22,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,1,0.0,1,25.9100284576416,85,0,0,0,0,1,0,0,0,0,0,1,PRNPS,1.0,0.0,2.0,1.0,8.0,0.0,0.0,162.0,0.0,29,1.0,0.0
24962,transmission,plant,191,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,0,0.0,1,27.512670516967773,88,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
24963,abstract authors,plant,191,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1,0,0.0,2,20.12504005432129,90,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,,,0,,
24964,w. f. turner,plant,191,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,0,0.0,3,20.89154815673828,93,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
24965,six,plant,191,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1,27.17933464050293,29,0,0,1,1,1,0,0,0,0,0,0,,,,,,,,,,,0,,
24966,xylella,plant,192,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,1,0.0,1,25.31402587890625,2,0,0,0,1,1,1,0,0,0,0,1,1XYLEG,4.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,4,1.0,0.0
24967,| notification,plant,192,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,1,0.0,2,22.38367462158203,6,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
24968,xylella,plant,192,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,1,0.0,1,25.42241096496582,11,0,0,0,1,1,1,0,0,0,0,1,1XYLEG,4.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,4,1.0,0.0
24969,maria saponari,plant,192,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,0,0.0,2,23.39764404296875,17,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
24970,the 18 ecember,plant,192,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,0,0.0,3,16.98032569885254,20,1,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
24971,18,plant,192,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1,25.532920837402344,21,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
24972,2015,plant,192,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,0.0,1,26.5067138671875,23,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
24973,mise a jour,plant,193,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,1,0.0,3,19.622957229614258,0,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,0,,
24974,nâ°8 en date du,plant,193,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,1,1,0.0,6,18.29519271850586,3,1,0,1,0,1,1,0,0,0,1,0,,,,,,,,,,,0,,
24975,notification de la presence,plant,193,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,1,1,0.0,4,20.33559226989746,10,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,,,0,,
24976,nuisibles et,plant,193,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,1,0.0,2,22.720617294311523,15,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,,,0,,
24977,des mesures,plant,193,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0,0.0,2,23.0634822845459,17,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,,,0,,
24978,de lutte,plant,193,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,0,0.0,2,21.184799194335938,19,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,,,0,,
24979,|,plant,193,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,1,25.124128341674805,21,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,0,,
24980,les premiers,plant,193,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,0,0.0,2,19.498981475830078,22,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
24981,©,plant,193,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0.0,1,23.195566177368164,25,0,0,0,0,1,1,0,1,0,0,0,,,,,,,,,,,0,,
24982,dâ€™,plant,193,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0.0,2,21.314767837524414,27,0,0,0,0,1,1,0,0,1,1,0,,,,,,,,,,,0,,
24983,analyse sont,plant,193,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,0,0.0,2,22.262483596801758,29,0,0,0,0,1,0,0,1,0,1,0,,,,,,,,,,,0,,
24984,des mesures de gestion ont,plant,193,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1,0,0.0,5,14.31071662902832,36,0,0,0,1,1,0,0,0,0,1,0,,,,,,,,,,,0,,
24985,immã©,plant,193,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,2,17.991342544555664,41,0,0,0,0,1,1,0,0,1,1,0,,,,,,,,,,,0,,
24986,diatement ã©,plant,193,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,0,0.0,3,16.351638793945312,43,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
24987,tã,plant,193,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1,23.975385665893555,46,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,111,0.0,
24988,conformã©,plant,193,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,0,0.0,2,18.28607177734375,49,0,0,0,0,1,1,0,1,0,1,0,,,,,,,,,,,0,,
24989,©,plant,193,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0.0,1,20.510536193847656,56,0,0,0,0,1,1,0,1,0,0,0,,,,,,,,,,,0,,
24990,2015/789 du 8 mai,plant,193,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,1,0,0.0,4,18.035995483398438,58,1,0,1,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
24991,dã©ployã©,plant,193,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,0,0.0,4,17.463388442993164,70,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,,,0,,
24992,la premiã¨re contamination concernait une haie de polygales ã,plant,193,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61,1,0,0.0,9,15.17570972442627,75,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
24993,feuilles de myrte dans,plant,193,21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1,0,0.0,4,19.634077072143555,85,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
24994,dâ€™une zone commerciale,plant,193,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1,0,0.0,5,17.338457107543945,91,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,,,0,,
24995,les,plant,193,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0.0,1,25.468994140625,97,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,3,0.0,
24996,es de traã§abilitã© ont permis de dã©tecter,plant,193,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,1,0,0.0,10,11.904525756835938,100,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,,,0,,
24997,dâ€™,plant,193,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,0,0.0,2,21.01340675354004,110,0,0,0,0,1,1,0,1,0,1,0,,,,,,,,,,,0,,
24998,vã©,plant,193,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,2,18.559232711791992,113,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,,,0,,
24999,gã,plant,193,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,0,0.0,1,22.4847354888916,115,0,0,0,0,1,1,0,0,0,0,0,,,,,,,,,,,82,1.0,0.0
25000,mãªme lot de polygales,plant,193,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1,0,0.0,4,16.31060028076172,123,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
25001,et plantã©s dans,plant,193,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1,0,0.0,5,13.639039039611816,128,0,0,0,0,1,1,1,0,0,1,0,,,,,,,,,,,0,,
25002,un village de vacances,plant,193,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1,0,0.0,4,16.170011520385742,136,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25003,particulier,plant,193,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0,0.0,1,22.03302764892578,144,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
25004,les,plant,193,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0.0,1,25.99529457092285,146,0,0,0,1,1,1,0,0,0,0,0,,,,,,,,,,,3,0.0,
25005,©,plant,193,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0.0,1,21.62984848022461,148,0,0,0,0,1,1,0,1,0,0,0,,,,,,,,,,,0,,
25006,©taux contaminã©s ont ã©,plant,193,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,1,0,0.0,8,12.458565711975098,150,0,0,0,1,1,1,1,0,0,1,0,,,,,,,,,,,0,,
25007,tã© dã©truits,plant,193,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,1,0,0.0,5,15.053201675415039,158,0,0,0,0,1,1,0,0,0,1,0,,,,,,,,,,,0,,
25008,les,plant,193,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0.0,1,26.42839241027832,164,0,0,0,1,1,1,0,1,0,0,0,,,,,,,,,,,3,0.0,
25009,©,plant,193,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,0,0.0,1,22.231037139892578,168,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25010,surveillance sur polygales,plant,193,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,1,0,0.0,3,17.73914909362793,174,0,0,0,0,1,0,0,0,1,1,0,,,,,,,,,,,0,,
25011,et de nombreuses,plant,193,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,1,0,0.0,3,19.3089542388916,177,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
25012,spontanã©es ont permis dâ€™identifier un total de 193 foyers,plant,193,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60,1,0,0.0,13,10.985787391662598,183,1,0,1,0,1,1,0,0,1,1,0,,,,,,,,,,,0,,
25013,8,plant,193,41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,0.0,1,24.351516723632812,5,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25014,27/11/2015,plant,193,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,1,0.0,1,24.285703659057617,9,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25015,22/07/2015,plant,193,43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,1,0,0.0,1,24.89975929260254,34,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25016,2015/789,plant,193,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,1,0,0.0,1,22.813461303710938,58,0,0,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25017,8,plant,193,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,1,0.0,1,27.36834144592285,60,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25018,2015,plant,193,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,1,0.0,1,26.236042022705078,62,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25019,premiã¨re,plant,193,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,1,0,0.0,1,23.28960609436035,76,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
25020,193,plant,193,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,1,28.1737117767334,194,1,1,1,0,1,0,0,0,0,0,0,,,,,,,,,,,0,,
25021,three new pierce's disease pathogenicity effectors,plant,194,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50,1,1,0.0,7,16.044918060302734,0,0,0,1,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
25022,xylella,plant,194,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,1,1,0.0,1,26.577390670776367,9,0,0,0,1,1,1,0,0,1,0,1,1XYLEG,4.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,4,1.0,0.0
25023,1 | xylella fastidiosa,plant,194,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,1,0,0.0,4,16.11655616760254,15,1,0,1,1,1,1,0,1,0,1,0,,,,,,,,,,,0,,
25024,(x. fastidiosa,plant,194,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,1,0,0.0,3,16.694150924682617,19,0,0,0,1,1,1,0,0,0,1,0,,,,,,,,,,,0,,
25025,a wide range,plant,194,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,0,0.0,3,16.45608901977539,24,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
25026,plant hosts,plant,194,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,0,0.0,2,19.078155517578125,28,0,0,0,0,1,0,0,0,0,1,0,,,,,,,,,,,0,,
25027,economically serious diseases,plant,194,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,1,0,0.0,3,17.085716247558594,32,0,0,0,0,1,0,0,0,1,0,0,,,,,,,,,,,0,,
